Classification,Common Name,Scientific Name,Population Trend,Assessment,Conservation Status,IUCN Link,Kingdom,Class
plantae — magnoliopsida,,Polemonium viscosum,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64321422/67730472,plantae,magnoliopsida
animalia — insecta,Question Mark,Polygonia interrogationis,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/173004535/173004543,animalia,insecta
plantae — liliopsida,Annual Beard-grass,Polypogon monspeliensis,Stable,Global,Least Concern,https://www.iucnredlist.org/species/164232/42575192,plantae,liliopsida
plantae — liliopsida,Water Bent,Polypogon viridis,Stable,Global,Least Concern,https://www.iucnredlist.org/species/164337/13556201,plantae,liliopsida
plantae — magnoliopsida,,Pomaria jamesii,Stable,Global,Least Concern,https://www.iucnredlist.org/species/19891413/20129619,plantae,magnoliopsida
plantae — magnoliopsida,Balsam Poplar,Populus balsamifera,Stable,Global,Least Concern,https://www.iucnredlist.org/species/61959749/61959757,plantae,magnoliopsida
plantae — magnoliopsida,Eastern Cottonwood,Populus deltoides,Stable,Global,Least Concern,https://www.iucnredlist.org/species/61959821/61959828,plantae,magnoliopsida
plantae — magnoliopsida,,Populus fremontii,Stable,Global,Least Concern,https://www.iucnredlist.org/species/153746001/181465238,plantae,magnoliopsida
plantae — magnoliopsida,Quaking Aspen,Populus tremuloides,Stable,Global,Least Concern,https://www.iucnredlist.org/species/61960127/61960136,plantae,magnoliopsida
plantae — magnoliopsida,,Populus tristis,Stable,Global,Least Concern,https://www.iucnredlist.org/species/208705006/223508576,plantae,magnoliopsida
plantae — liliopsida,Red Pondweed,Potamogeton alpinus,Stable,Global,Least Concern,https://www.iucnredlist.org/species/167896/161242108,plantae,liliopsida
plantae — liliopsida,American Pondweed,Potamogeton epihydrus,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/167901/78457137,plantae,liliopsida
plantae — liliopsida,Flat-stalked Pondweed,Potamogeton friesii,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/167903/1180709,plantae,liliopsida
plantae — liliopsida,Various-leaved Pondweed,Potamogeton gramineus,Stable,Global,Least Concern,https://www.iucnredlist.org/species/167904/42401843,plantae,liliopsida
plantae — liliopsida,Long-stalked Pondweed,Potamogeton praelongus,Stable,Global,Least Concern,https://www.iucnredlist.org/species/167906/42402297,plantae,liliopsida
plantae — liliopsida,Lesser Pondweed,Potamogeton pusillus,Stable,Global,Least Concern,https://www.iucnredlist.org/species/163982/120218868,plantae,liliopsida
plantae — liliopsida,,Potamogeton richardsonii,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64321569/67730522,plantae,liliopsida
plantae — liliopsida,,Potamogeton robbinsii,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64321575/67730527,plantae,liliopsida
plantae — liliopsida,,Potamogeton strictifolius,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64321584/67730537,plantae,liliopsida
plantae — magnoliopsida,,Potentilla diversifolia,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64321705/67730552,plantae,magnoliopsida
plantae — magnoliopsida,,Potentilla drummondii,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64321721/67730557,plantae,magnoliopsida
plantae — magnoliopsida,,Potentilla rivalis,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64321742/67730567,plantae,magnoliopsida
plantae — magnoliopsida,,Primula incana,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64321902/67730577,plantae,magnoliopsida
animalia — malacostraca,Red Swamp Crayfish,Procambarus clarkii,Increasing,Global,Least Concern,https://www.iucnredlist.org/species/153877/4557336,animalia,malacostraca
animalia — insecta,Gray Sanddragon,Progomphus borealis,Stable,Global,Least Concern,https://www.iucnredlist.org/species/51272337/80679947,animalia,insecta
animalia — gastropoda,Sharp Sprite,Promenetus exacuous,Stable,Global,Least Concern,https://www.iucnredlist.org/species/69626517/69633203,animalia,gastropoda
animalia — gastropoda,Umbilicate Sprite,Promenetus umbilicatellus,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/69626580/69633208,animalia,gastropoda
plantae — magnoliopsida,American Plum,Prunus americana,Stable,Global,Least Concern,https://www.iucnredlist.org/species/50669154/50672305,plantae,magnoliopsida
plantae — magnoliopsida,Besseyi Cherry,Prunus besseyi,Stable,Global,Least Concern,https://www.iucnredlist.org/species/50135652/50135655,plantae,magnoliopsida
plantae — magnoliopsida,Bitter Cherry,Prunus emarginata,Stable,Global,Least Concern,https://www.iucnredlist.org/species/50136459/50673950,plantae,magnoliopsida
animalia — amphibia,Boreal Chorus Frog,Pseudacris maculata,Decreasing,Global,Least Concern,https://www.iucnredlist.org/species/136004/193394414,animalia,amphibia
animalia — amphibia,Sierra Chorus Frog,Pseudacris sierra,Stable,Global,Least Concern,https://www.iucnredlist.org/species/166733192/170347548,animalia,amphibia
plantae — pinopsida,Douglas-fir,Pseudotsuga menziesii,Stable,Global,Least Concern,https://www.iucnredlist.org/species/42429/2979531,plantae,pinopsida
plantae — magnoliopsida,,Psilocarphus brevissimus,Unknown,Global,Data Deficient,https://www.iucnredlist.org/species/64322054/67730602,plantae,magnoliopsida
plantae — magnoliopsida,,Psorothamnus thompsoniae,Stable,Global,Least Concern,https://www.iucnredlist.org/species/19892963/20132259,plantae,magnoliopsida
plantae — liliopsida,Shining flatsedge,Pycreus bipartitus,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64322123/67730617,plantae,liliopsida
animalia — insecta,,Pyractomena dispersa,Decreasing,Global,Data Deficient,https://www.iucnredlist.org/species/164044858/166771363,animalia,insecta
animalia — gastropoda,Salton Sea Springsnail,Pyrgulopsis longinqua,Unknown,Global,Data Deficient,https://www.iucnredlist.org/species/189327/1923684,animalia,gastropoda
animalia — gastropoda,Bear Lake Springsnail,Pyrgulopsis pilsbryana,Unknown,Global,Near Threatened,https://www.iucnredlist.org/species/189636/1929879,animalia,gastropoda
animalia — insecta,,Pyropyga nigricans,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/163979721/166771213,animalia,insecta
plantae — magnoliopsida,Gambel Oak,Quercus gambelii,Stable,Global,Least Concern,https://www.iucnredlist.org/species/194132/2302147,plantae,magnoliopsida
plantae — magnoliopsida,Sonoran Scrub Oak,Quercus turbinella,Stable,Global,Least Concern,https://www.iucnredlist.org/species/194242/2305742,plantae,magnoliopsida
animalia — amphibia,Columbia Spotted Frog,Rana luteiventris,Decreasing,Global,Least Concern,https://www.iucnredlist.org/species/58649/196336248,animalia,amphibia
plantae — magnoliopsida,Common Water-crowfoot,Ranunculus aquatilis,Stable,Global,Least Concern,https://www.iucnredlist.org/species/164182/63309730,plantae,magnoliopsida
plantae — magnoliopsida,,Ranunculus flabellaris,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64322157/67730627,plantae,magnoliopsida
plantae — magnoliopsida,,Ranunculus flammula,Stable,Global,Least Concern,https://www.iucnredlist.org/species/164282/42405074,plantae,magnoliopsida
plantae — magnoliopsida,,Ranunculus gmelinii,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64322166/67730632,plantae,magnoliopsida
animalia — mammalia,,Reithrodontomys megalotis,Stable,Global,Least Concern,https://www.iucnredlist.org/species/19410/115151098,animalia,mammalia
animalia — actinopterygii,Longnose Dace,Rhinichthys cataractae,Stable,Global,Least Concern,https://www.iucnredlist.org/species/62204/130050777,animalia,actinopterygii
animalia — insecta,California Darner,Rhionaeschna californica,Stable,Global,Least Concern,https://www.iucnredlist.org/species/50967530/65836194,animalia,insecta
animalia — insecta,Blue-eyed Darner,Rhionaeschna multicolor,Stable,Global,Least Concern,https://www.iucnredlist.org/species/50967597/65836199,animalia,insecta
plantae — magnoliopsida,Staghorn Sumac,Rhus typhina,Stable,Global,Least Concern,https://www.iucnredlist.org/species/61984086/61984088,plantae,magnoliopsida
plantae — magnoliopsida,,Rhynchosia minima,Stable,Global,Least Concern,https://www.iucnredlist.org/species/19379374/20135353,plantae,magnoliopsida
plantae — magnoliopsida,,Robinia hispida,Stable,Global,Least Concern,https://www.iucnredlist.org/species/19892296/20138109,plantae,magnoliopsida
plantae — magnoliopsida,,Robinia neomexicana,Stable,Global,Least Concern,https://www.iucnredlist.org/species/19892906/20138525,plantae,magnoliopsida
plantae — magnoliopsida,Austrian Field Cress,Rorippa austriaca,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/176580/42339673,plantae,magnoliopsida
plantae — magnoliopsida,Creeping Yellow Cress,Rorippa sylvestris,Stable,Global,Least Concern,https://www.iucnredlist.org/species/176486/42340328,plantae,magnoliopsida
plantae — magnoliopsida,,Rumex occidentalis,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64324181/67730737,plantae,magnoliopsida
fungi — agaricomycetes,,Russula atropurpurea,Stable,Global,Least Concern,https://www.iucnredlist.org/species/260333211/260409635,fungi,agaricomycetes
fungi — agaricomycetes,,Russula cyanoxantha,Stable,Global,Least Concern,https://www.iucnredlist.org/species/230148367/260413995,fungi,agaricomycetes
fungi — agaricomycetes,,Russula emetica,Stable,Global,Least Concern,https://www.iucnredlist.org/species/260332962/260426845,fungi,agaricomycetes
fungi — agaricomycetes,,Russula fragilis,Stable,Global,Least Concern,https://www.iucnredlist.org/species/260381643/260381645,fungi,agaricomycetes
fungi — agaricomycetes,,Russula laccata,Stable,Global,Least Concern,https://www.iucnredlist.org/species/260399585/260399587,fungi,agaricomycetes
fungi — agaricomycetes,,Russula nana,Stable,Global,Least Concern,https://www.iucnredlist.org/species/260393676/260393678,fungi,agaricomycetes
fungi — agaricomycetes,,Russula risigallina,Stable,Global,Least Concern,https://www.iucnredlist.org/species/260333501/260408365,fungi,agaricomycetes
fungi — agaricomycetes,,Russula xerampelina,Stable,Global,Least Concern,https://www.iucnredlist.org/species/260332201/260412200,fungi,agaricomycetes
plantae — liliopsida,,Sagittaria cuneata,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64324210/67730757,plantae,liliopsida
plantae — liliopsida,,Sagittaria latifolia,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64324216/67730767,plantae,liliopsida
plantae — magnoliopsida,,Salicornia rubra,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64324246/67730777,plantae,magnoliopsida
plantae — magnoliopsida,Peach Leaf Willow,Salix amygdaloides,Stable,Global,Least Concern,https://www.iucnredlist.org/species/126588956/126591015,plantae,magnoliopsida
plantae — magnoliopsida,,Salix bebbiana,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64324259/67730787,plantae,magnoliopsida
plantae — magnoliopsida,Bonpland’s Willow,Salix bonplandiana,Stable,Global,Least Concern,https://www.iucnredlist.org/species/126589074/126591030,plantae,magnoliopsida
plantae — magnoliopsida,Grey willow,Salix cinerea,Stable,Global,Least Concern,https://www.iucnredlist.org/species/19620468/19621296,plantae,magnoliopsida
plantae — magnoliopsida,Narrow-leaf Willow,Salix exigua,Stable,Global,Least Concern,https://www.iucnredlist.org/species/126589236/174155123,plantae,magnoliopsida
plantae — magnoliopsida,Geyer Willow,Salix geyeriana,Stable,Global,Least Concern,https://www.iucnredlist.org/species/126589461/171684348,plantae,magnoliopsida
plantae — magnoliopsida,Grayleaf Willow,Salix glauca,Stable,Global,Least Concern,https://www.iucnredlist.org/species/79927480/126589484,plantae,magnoliopsida
plantae — magnoliopsida,Goodding's Willow,Salix gooddingii,Stable,Global,Least Concern,https://www.iucnredlist.org/species/126589665/126591060,plantae,magnoliopsida
plantae — magnoliopsida,Arroyo Willow,Salix lasiolepis,Stable,Global,Least Concern,https://www.iucnredlist.org/species/126589815/126591075,plantae,magnoliopsida
plantae — magnoliopsida,Strap-leaf Willow,Salix ligulifolia,Stable,Global,Least Concern,https://www.iucnredlist.org/species/126589853/171684577,plantae,magnoliopsida
plantae — magnoliopsida,Shining Willow,Salix lucida,Stable,Global,Least Concern,https://www.iucnredlist.org/species/126590173/126591085,plantae,magnoliopsida
plantae — magnoliopsida,,Salix lutea,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64324306/67730817,plantae,magnoliopsida
plantae — magnoliopsida,,Salix melanopsis,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64324312/67730822,plantae,magnoliopsida
plantae — magnoliopsida,,Salix monticola,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64324315/67730827,plantae,magnoliopsida
plantae — magnoliopsida,,Salix myrtillifolia,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64324330/222901915,plantae,magnoliopsida
plantae — magnoliopsida,Black Willow,Salix nigra,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/61960325/61960328,plantae,magnoliopsida
plantae — magnoliopsida,,Salix planifolia,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64324339/67730847,plantae,magnoliopsida
plantae — magnoliopsida,,Salix prolixa,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64324343/67730852,plantae,magnoliopsida
plantae — magnoliopsida,Scouler’s Willow,Salix scouleriana,Stable,Global,Least Concern,https://www.iucnredlist.org/species/126590504/126591115,plantae,magnoliopsida
animalia — actinopterygii,Brown Trout,Salmo trutta,Stable,Global,Least Concern,https://www.iucnredlist.org/species/19861/58301467,animalia,actinopterygii
plantae — magnoliopsida,Brookweed,Samolus valerandi,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/163967/13571192,plantae,magnoliopsida
plantae — magnoliopsida,,Sarcobatus vermiculatus,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64324390/67730872,plantae,magnoliopsida
plantae — magnoliopsida,,Sarcomphalus obtusifolius,Stable,Global,Least Concern,https://www.iucnredlist.org/species/162825894/201597698,plantae,magnoliopsida
plantae — liliopsida,Rocky mountain clubrush,Schoenoplectiella saximontana,Unknown,Global,Data Deficient,https://www.iucnredlist.org/species/64324795/67730892,plantae,liliopsida
plantae — liliopsida,Hardstem bulrush,Schoenoplectus acutus,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64324813/67730902,plantae,liliopsida
plantae — liliopsida,American bulrush,Schoenoplectus americanus,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64324817/67730907,plantae,liliopsida
plantae — liliopsida,Grey Club-rush,Schoenoplectus tabernaemontani,Stable,Global,Least Concern,https://www.iucnredlist.org/species/175246/1420606,plantae,liliopsida
plantae — liliopsida,,Scirpus microcarpus,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64324880/67730967,plantae,liliopsida
plantae — liliopsida,,Scirpus pallidus,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64324883/67730972,plantae,liliopsida
animalia — mammalia,Abert's Squirrel,Sciurus aberti,Stable,Global,Least Concern,https://www.iucnredlist.org/species/42461/22245623,animalia,mammalia
plantae — magnoliopsida,Pariette Cactus,Sclerocactus brevispinus,Decreasing,Global,Critically Endangered,https://www.iucnredlist.org/species/181378/1726149,plantae,magnoliopsida
plantae — magnoliopsida,Eight-spine Fishhook Cactus,Sclerocactus johnsonii,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/152815/121611295,plantae,magnoliopsida
plantae — magnoliopsida,Small-flower Fishhook Cactus,Sclerocactus parviflorus,Stable,Global,Least Concern,https://www.iucnredlist.org/species/152298/121586749,plantae,magnoliopsida
plantae — magnoliopsida,Great Basin Fishhook Cactus,Sclerocactus pubispinus,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/152099/121579218,plantae,magnoliopsida
plantae — magnoliopsida,Desert Valley Fishhook Cactus,Sclerocactus spinosior,Stable,Global,Least Concern,https://www.iucnredlist.org/species/152400/121591665,plantae,magnoliopsida
plantae — magnoliopsida,Uinta Basin Hookless Cactus,Sclerocactus wetlandicus,Stable,Global,Least Concern,https://www.iucnredlist.org/species/181377/121619481,plantae,magnoliopsida
plantae — magnoliopsida,Whipple's Fishhook Cactus,Sclerocactus whipplei,Stable,Global,Least Concern,https://www.iucnredlist.org/species/152090/121578914,plantae,magnoliopsida
plantae — magnoliopsida,Wrights Fishhook Cactus,Sclerocactus wrightiae,Unknown,Global,Near Threatened,https://www.iucnredlist.org/species/152640/121602438,plantae,magnoliopsida
plantae — magnoliopsida,,Senecio hydrophilus,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64324900/67730997,plantae,magnoliopsida
plantae — magnoliopsida,Roemer's Acacia,Senegalia roemeriana,Stable,Global,Least Concern,https://www.iucnredlist.org/species/154024394/154024509,plantae,magnoliopsida
plantae — magnoliopsida,,Sesbania drummondii,Stable,Global,Least Concern,https://www.iucnredlist.org/species/19891518/20142166,plantae,magnoliopsida
plantae — liliopsida,Marsh Brittlegrass,Setaria parviflora,Stable,Global,Least Concern,https://www.iucnredlist.org/species/18963261/44492598,plantae,liliopsida
plantae — magnoliopsida,,Sium suave,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64324910/67731002,plantae,magnoliopsida
plantae — magnoliopsida,,Solanum jamesii,Stable,Global,Least Concern,https://www.iucnredlist.org/species/101527571/101527574,plantae,magnoliopsida
animalia — insecta,Hudsonian Emerald,Somatochlora hudsonica,Stable,Global,Least Concern,https://www.iucnredlist.org/species/165088/65832182,animalia,insecta
animalia — insecta,Mountain Emerald,Somatochlora semicircularis,Stable,Global,Least Concern,https://www.iucnredlist.org/species/50978895/65836329,animalia,insecta
plantae — magnoliopsida,,Sophora gypsophila,Decreasing,Global,Near Threatened,https://www.iucnredlist.org/species/19892156/20142981,plantae,magnoliopsida
plantae — magnoliopsida,,Sophora nuttalliana,Stable,Global,Least Concern,https://www.iucnredlist.org/species/19893077/20143567,plantae,magnoliopsida
animalia — mammalia,,Sorex merriami,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/41403/115184201,animalia,mammalia
animalia — mammalia,Dusky Shrew,Sorex monticola,Stable,Global,Least Concern,https://www.iucnredlist.org/species/41405/194054902,animalia,mammalia
animalia — mammalia,,Sorex nanus,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/41406/115184594,animalia,mammalia
animalia — mammalia,,Sorex vagrans,Stable,Global,Least Concern,https://www.iucnredlist.org/species/41425/115186125,animalia,mammalia
plantae — liliopsida,Floating Bur-reed,Sparganium angustifolium,Stable,Global,Least Concern,https://www.iucnredlist.org/species/167925/42412037,plantae,liliopsida
plantae — liliopsida,Unbranched Bur-reed,Sparganium emersum,Stable,Global,Least Concern,https://www.iucnredlist.org/species/167926/6417775,plantae,liliopsida
plantae — liliopsida,Least Bur-reed,Sparganium natans,Decreasing,Global,Least Concern,https://www.iucnredlist.org/species/164166/42414281,plantae,liliopsida
plantae — liliopsida,,Spartina gracilis,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64325157/67731057,plantae,liliopsida
animalia — amphibia,Plains Spadefoot,Spea bombifrons,Stable,Global,Least Concern,https://www.iucnredlist.org/species/59044/196337150,animalia,amphibia
animalia — amphibia,Great Basin Spadefoot,Spea intermontana,Stable,Global,Least Concern,https://www.iucnredlist.org/species/59046/196337412,animalia,amphibia
animalia — amphibia,Mexican Spadefoot,Spea multiplicata,Stable,Global,Least Concern,https://www.iucnredlist.org/species/59047/53972984,animalia,amphibia
animalia — bivalvia,Lake Orb Mussel,Sphaerium lacustre,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/155915/69490644,animalia,bivalvia
animalia — bivalvia,Arctic Orb Mussel,Sphaerium nitidum,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/155761/69492041,animalia,bivalvia
animalia — bivalvia,,Sphaerium occidentale,Stable,Global,Least Concern,https://www.iucnredlist.org/species/66639399/66639560,animalia,bivalvia
animalia — bivalvia,,Sphaerium striatinum,Stable,Global,Least Concern,https://www.iucnredlist.org/species/66639426/66639580,animalia,bivalvia
plantae — magnoliopsida,,Sphaerophysa salsula,Stable,Global,Least Concern,https://www.iucnredlist.org/species/19891638/20145738,plantae,magnoliopsida
plantae — liliopsida,Ute Lady’s Tresses,Spiranthes diluvialis,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64176965/64176968,plantae,liliopsida
plantae — liliopsida,Irish Lady's-tresses,Spiranthes romanzoffiana,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/175925/78457192,plantae,liliopsida
animalia — gastropoda,Fat-whorled Pondsnail,Stagnicola bonnevillensis,Decreasing,Global,Critically Endangered,https://www.iucnredlist.org/species/20707/2773186,animalia,gastropoda
animalia — gastropoda,Wrinkled Marshsnail,Stagnicola caperata,Stable,Global,Least Concern,https://www.iucnredlist.org/species/69622894/69633038,animalia,gastropoda
animalia — gastropoda,Mountain Marshsnail,Stagnicola montanensis,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/189653/8759952,animalia,gastropoda
animalia — gastropoda,Fish Springs Marshsnail,Stagnicola pilsbryi,,Global,Extinct,https://www.iucnredlist.org/species/177724/1496235,animalia,gastropoda
animalia — gastropoda,Widelip Pondsnail,Stagnicola traski,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/189673/8761704,animalia,gastropoda
animalia — gastropoda,Thickshell Pondsnail,Stagnicola utahensis,,Global,Critically Endangered,https://www.iucnredlist.org/species/20706/2773078,animalia,gastropoda
plantae — liliopsida,Scribner Needlegrass,Stipa scribneri,Stable,Global,Least Concern,https://www.iucnredlist.org/species/44392747/44428513,plantae,liliopsida
animalia — insecta,Brimstone Clubtail,Stylurus intricatus,Stable,Global,Least Concern,https://www.iucnredlist.org/species/51272433/65836484,animalia,insecta
animalia — insecta,Olive Clubtail,Stylurus olivaceus,Stable,Global,Least Concern,https://www.iucnredlist.org/species/51272610/65836499,animalia,insecta
animalia — mammalia,Desert Cottontail,Sylvilagus audubonii,Decreasing,Global,Least Concern,https://www.iucnredlist.org/species/41297/45190821,animalia,mammalia
animalia — mammalia,Mountain Cottontail,Sylvilagus nuttallii,Decreasing,Global,Least Concern,https://www.iucnredlist.org/species/41300/45192243,animalia,mammalia
animalia — insecta,Variegated Meadowhawk,Sympetrum corruptum,Stable,Global,Least Concern,https://www.iucnredlist.org/species/51290637/65836594,animalia,insecta
animalia — insecta,Saffron-winged Meadowhawk,Sympetrum costiferum,Stable,Global,Least Concern,https://www.iucnredlist.org/species/51291504/65836599,animalia,insecta
animalia — insecta,Black Darter,Sympetrum danae,Stable,Global,Least Concern,https://www.iucnredlist.org/species/165473/65834539,animalia,insecta
animalia — insecta,Cherry-faced Meadowhawk,Sympetrum internum,Stable,Global,Least Concern,https://www.iucnredlist.org/species/164978/65822899,animalia,insecta
animalia — insecta,Red-veined Meadowhawk,Sympetrum madidum,Stable,Global,Least Concern,https://www.iucnredlist.org/species/164930/65820320,animalia,insecta
animalia — insecta,White-faced Meadowhawk,Sympetrum obtrusum,Stable,Global,Least Concern,https://www.iucnredlist.org/species/51291811/65836604,animalia,insecta
animalia — insecta,Striped Meadowhawk,Sympetrum pallipes,Stable,Global,Least Concern,https://www.iucnredlist.org/species/51291855/65836609,animalia,insecta
animalia — insecta,Band-winged Meadowhawk,Sympetrum semicinctum,Stable,Global,Least Concern,https://www.iucnredlist.org/species/51292224/65836619,animalia,insecta
plantae — magnoliopsida,,Symphyotrichum ciliatum,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64325267/67731082,plantae,magnoliopsida
plantae — magnoliopsida,,Symphyotrichum lanceolatum,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64325281/67731087,plantae,magnoliopsida
plantae — magnoliopsida,,Syrmatium tomentosum,Stable,Global,Least Concern,https://www.iucnredlist.org/species/19893048/20148914,plantae,magnoliopsida
animalia — mammalia,Red Squirrel,Tamiasciurus hudsonicus,Stable,Global,Least Concern,https://www.iucnredlist.org/species/42587/115192299,animalia,mammalia
animalia — insecta,Desert Firetail,Telebasis salva,Stable,Global,Least Concern,https://www.iucnredlist.org/species/49254446/49255489,animalia,insecta
plantae — magnoliopsida,,Tephrosia angustissima,Decreasing,Global,Endangered,https://www.iucnredlist.org/species/19892512/20149830,plantae,magnoliopsida
plantae — magnoliopsida,,Tephrosia onobrychoides,Stable,Global,Least Concern,https://www.iucnredlist.org/species/19892588/20151788,plantae,magnoliopsida
plantae — magnoliopsida,,Thermopsis montana,Stable,Global,Least Concern,https://www.iucnredlist.org/species/19892015/20153824,plantae,magnoliopsida
animalia — mammalia,,Thomomys bottae,Stable,Global,Least Concern,https://www.iucnredlist.org/species/21799/115163311,animalia,mammalia
animalia — mammalia,,Thomomys idahoensis,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/21809/22215570,animalia,mammalia
animalia — mammalia,,Thomomys talpoides,Stable,Global,Least Concern,https://www.iucnredlist.org/species/42597/115193142,animalia,mammalia
plantae — liliopsida,,Torreyochloa pallida,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64325345/67731107,plantae,liliopsida
plantae — liliopsida,,Tradescantia occidentalis,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64325500/67731117,plantae,liliopsida
animalia — insecta,Black Saddlebags,Tramea lacerata,Stable,Global,Least Concern,https://www.iucnredlist.org/species/51292820/65836629,animalia,insecta
animalia — insecta,Red Saddlebags,Tramea onusta,Stable,Global,Least Concern,https://www.iucnredlist.org/species/164982/65823526,animalia,insecta
plantae — liliopsida,,Trichophorum caespitosum,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64326156/67731137,plantae,liliopsida
plantae — magnoliopsida,,Trifolium bejariense,Stable,Global,Least Concern,https://www.iucnredlist.org/species/19893086/20154500,plantae,magnoliopsida
plantae — magnoliopsida,,Trifolium ciliolatum,Stable,Global,Least Concern,https://www.iucnredlist.org/species/19891961/20155071,plantae,magnoliopsida
plantae — magnoliopsida,,Trifolium gymnocarpon,Stable,Global,Least Concern,https://www.iucnredlist.org/species/19891874/20155567,plantae,magnoliopsida
plantae — magnoliopsida,,Trifolium parryi,Stable,Global,Least Concern,https://www.iucnredlist.org/species/19892929/20156004,plantae,magnoliopsida
plantae — magnoliopsida,Red Clover,Trifolium pratense,Stable,Global,Least Concern,https://www.iucnredlist.org/species/174713/20156449,plantae,magnoliopsida
animalia — reptilia,Sonoran Lyre Snake,Trimorphodon lambda,Stable,Global,Least Concern,https://www.iucnredlist.org/species/203333/2764112,animalia,reptilia
plantae — liliopsida,Ravenna Grass,Tripidium ravennae,Stable,Global,Least Concern,https://www.iucnredlist.org/species/175232/148815157,plantae,liliopsida
plantae — magnoliopsida,,Trollius laxus,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/64326174/67731157,plantae,magnoliopsida
animalia — gastropoda,,Tryonia porrecta,Stable,Global,Least Concern,https://www.iucnredlist.org/species/189117/8686003,animalia,gastropoda
plantae — liliopsida,Southern Cat-tail,Typha domingensis,Stable,Global,Least Concern,https://www.iucnredlist.org/species/164208/120229199,plantae,liliopsida
fungi — lecanoromycetes,,Umbilicaria phaea,Stable,Global,Least Concern,https://www.iucnredlist.org/species/80703140/109425801,fungi,lecanoromycetes
animalia — mammalia,,Urocitellus armatus,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/42463/22264746,animalia,mammalia
animalia — mammalia,Belding's Ground Squirrel,Urocitellus beldingi,Stable,Global,Least Concern,https://www.iucnredlist.org/species/42464/22264836,animalia,mammalia
animalia — mammalia,,Urocitellus elegans,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/42467/22265347,animalia,mammalia
animalia — mammalia,Piute Ground Squirrel,Urocitellus mollis,Stable,Global,Least Concern,https://www.iucnredlist.org/species/116989381/116989399,animalia,mammalia
animalia — reptilia,,Urosaurus ornatus,Stable,Global,Least Concern,https://www.iucnredlist.org/species/64174/210797959,animalia,reptilia
plantae — magnoliopsida,,Utricularia intermedia,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/167883/19635751,plantae,magnoliopsida
animalia — gastropoda,Glossy Valvata,Valvata humeralis,Unknown,Global,Least Concern,https://www.iucnredlist.org/species/189646/8759367,animalia,gastropoda
